"source_name","status_in_customer_package","row_count","package_path","data_category","already_used_on_scholarshiptop","current_usage","could_use_for_scholarshiptop","best_page_targets","possible_fields_to_use","implementation_type","priority","risk","permission_status","recommended_action","notes"
"Aggregate: ""Your salary after rent here: ~$X/month""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Best-paying states for [specialty]""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Best cost-adjusted states for [specialty]""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""How this city's programs compare to [specialty] national average""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Programs in [state] that pay above [specialty] national average""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Salary progression at this institution vs specialty average""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by specialty","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by state","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by city","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by program type","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by accreditation status","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by J-1 sponsorship","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by H-1B sponsorship","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by salary range (bucketed)","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by program length","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by institution type","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs by research requirement","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: Programs with board data","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""X of Y programs in specialty reporting salary""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Salary data last updated: [month year]""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""Board data available for X programs""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""X% of programs in this state have complete profiles""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"Aggregate: ""X of Y programs at this institution have salary data""","OUT_OF_SCOPE_AGGREGATE","n/a","no normalized deliverable; downstream/computed only","not_useful","no","Not currently wired into ScholarshipTop static enrichment outputs.","no","none for current ScholarshipTop","source-specific fields require downstream shaping before display","ignore","low","low","n/a downstream/computed","downstream only","Computed concept, not a parser source; derive later from approved display datasets."
"BLS state OEWS May 2025","CLOSED_LOCAL_PACKAGE_READY","34109","04_data_deliverable\03_newly_collected_sources\bls_state_oes","salary/workforce","yes","Live in state_affordability.json for annual median wage; used in compare/state/scholarship affordability bars.","yes","/compare/states/[slug]; resource pages; essay examples; future workforce/medical scholarship pages","employment, annual_median_wage, annual_mean_wage, occupation, area, release","already_live","medium","low","permission_received_per_user_statement","use now","Already represented in Stage A/B/C static outputs. long local-only run completed via official data.bls.gov OEWS query service"
"US Cities / SimpleMaps","CLOSED_SUPABASE_EXPORTED_LOCALLY","108796","04_data_deliverable/01_legacy_supabase_exports/uscities","city/location","yes","Live in city_affordability.json and location_crosswalk.json as city/state/county/lat/lng/population join layer.","yes","future city pages; /scholarships/[state]/[university]; resource examples; internal location joins","city, state, county, county_fips, lat, lng, population, aliases, timezone","already_live","medium","low","permission_received_per_user_statement","use now","Already represented in Stage A/B/C static outputs. Supplemental deliverable present in 01_legacy_supabase_exports and used in Stage A location joins."
