group,url,applicant_country,study_country,country,totalCountSnapshot,status,allowedForAds,robots,includeInSitemap,h1,metaTitle,qaNotes,reason,campaign_name,suggested_headline,suggested_description,geo_target,final_url,headline_1,headline_2,description,rank
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/paraguay/study-in/germany,Paraguay,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/peru/study-in/germany,Peru,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/poland/study-in/germany,Poland,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/portugal/study-in/germany,Portugal,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/qatar/study-in/germany,Qatar,,,70,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/romania/study-in/germany,Romania,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/rwanda/study-in/germany,Rwanda,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/saudi-arabia/study-in/germany,Saudi Arabia,,,78,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/senegal/study-in/germany,Senegal,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/serbia/study-in/germany,Serbia,,,94,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/singapore/study-in/germany,Singapore,,,77,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/slovakia/study-in/germany,Slovakia,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/slovenia/study-in/germany,Slovenia,,,87,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/somalia/study-in/germany,Somalia,,,85,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/south-africa/study-in/germany,South Africa,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/germany,Spain,,,87,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/sri-lanka/study-in/germany,Sri Lanka,,,89,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/sudan/study-in/germany,Sudan,,,86,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/sweden/study-in/germany,Sweden,,,82,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/germany,Switzerland,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/taiwan/study-in/germany,Taiwan,,,80,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/tajikistan/study-in/germany,Tajikistan,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/thailand/study-in/germany,Thailand,,,96,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/tunisia/study-in/germany,Tunisia,,,90,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/turkey/study-in/germany,Türkiye,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/uganda/study-in/germany,Uganda,,,87,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/ukraine/study-in/germany,Ukraine,,,102,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/united-arab-emirates/study-in/germany,United Arab Emirates,,,70,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/uruguay/study-in/germany,Uruguay,,,80,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/uzbekistan/study-in/germany,Uzbekistan,,,91,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/vietnam/study-in/germany,Vietnam,,,98,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/yemen/study-in/germany,Yemen,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/zambia/study-in/germany,Zambia,,,84,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
GERMANY_NOINDEX_OR_REVIEW,https://scholarshiptop.com/scholarships/for-students-from/zimbabwe/study-in/germany,Zimbabwe,,,88,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/australia/study-in/australia,,,Australia,64,approved_priority,false,"index,follow",true,,,domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/belgium/study-in/belgium,,,Belgium,6,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/canada/study-in/canada,,,Canada,182,approved_priority,false,"index,follow",true,,,domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/china/study-in/china,,,China,15,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/colombia/study-in/colombia,,,Colombia,5,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/cyprus/study-in/cyprus,,,Cyprus,7,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/france,,,France,11,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/germany,,,Germany,14,manual_review,false,"noindex,follow",false,,,germany_cluster_manual_review; not_on_germany_index_allowlist; low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/hong-kong/study-in/hong-kong,,,Hong Kong SAR China,8,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/india/study-in/india,,,India,39,approved,false,"index,follow",true,,,ads_optional_after_manual_QA; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/iran/study-in/iran,,,Iran,5,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/ireland,,,Ireland,12,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/israel/study-in/israel,,,Israel,8,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/italy/study-in/italy,,,Italy,14,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/japan,,,Japan,8,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/netherlands/study-in/netherlands,,,Netherlands,5,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/new-zealand/study-in/new-zealand,,,New Zealand,66,approved_priority,false,"index,follow",true,,,domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/portugal/study-in/portugal,,,Portugal,6,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/south-korea/study-in/south-korea,,,South Korea,9,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/spain/study-in/spain,,,Spain,11,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/switzerland/study-in/switzerland,,,Switzerland,6,published_noindex,false,"noindex,follow",false,,,low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/united-kingdom,,,United Kingdom,170,approved_priority,false,"index,follow",true,,,domestic_pair_not_primary_ads,,,,,,,,,,
DOMESTIC,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/united-states,,,United States,8983,approved_priority,false,"index,follow",true,,,domestic_pair_not_primary_ads,,,,,,,,,,
TOP10,https://scholarshiptop.com/scholarships/for-students-from/canada/study-in/united-states,,,,,,,,,Scholarships for Canadian Students to Study in the USA,,,,Scholarships - Canada to United States,,,Canada,https://scholarshiptop.com/scholarships/for-students-from/canada/study-in/united-states,USA Scholarships for Canadian Students,Canada → USA scholarships,"Find scholarships for students from Canada who want to study in United States. Compare deadlines, awards, and requirements.",1
TOP10,https://scholarshiptop.com/scholarships/for-students-from/mexico/study-in/united-states,,,,,,,,,Scholarships for Mexican Students to Study in the USA,,,,Scholarships - Mexico to United States,,,Mexico,https://scholarshiptop.com/scholarships/for-students-from/mexico/study-in/united-states,USA Scholarships for Mexican Students,Mexico → USA scholarships,"Find scholarships for students from Mexico who want to study in United States. Compare deadlines, awards, and requirements.",2
TOP10,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/united-states,,,,,,,,,Scholarships for UK Students to Study in the USA,,,,Scholarships - United Kingdom to United States,,,United Kingdom,https://scholarshiptop.com/scholarships/for-students-from/united-kingdom/study-in/united-states,USA Scholarships for UK Students,United Kingdom → USA scholarships,"Find scholarships for students from United Kingdom who want to study in United States. Compare deadlines, awards, and requirements.",3
TOP10,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/canada,,,,,,,,,Scholarships for American Students to Study in Canada,,,,Scholarships - United States to Canada,,,United States,https://scholarshiptop.com/scholarships/for-students-from/united-states/study-in/canada,Scholarships for American Students,Study in Canada — American students,"Find scholarships for students from United States who want to study in Canada. Compare deadlines, awards, and requirements.",4
